location,maxtempC,mintempC,FeelsLikeC,humidity,precipMM,sunHour,uvIndex,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,score,classificacao,amplitude_termica,tci,tci_mensal,melhor_estacao,melhor_estacao_score,Inverno_maxtempC,Inverno_mintempC,Inverno_FeelsLikeC,Inverno_humidity,Inverno_precipMM,Inverno_sunHour,Inverno_uvIndex,Inverno_calor_extremo,Inverno_frio_extremo,Inverno_chuva_extrema,Inverno_neve,Inverno_uv_extremo,Inverno_score,Inverno_classificacao,Inverno_amplitude_termica,Inverno_tci,Inverno_tci_mensal,Primavera_maxtempC,Primavera_mintempC,Primavera_FeelsLikeC,Primavera_humidity,Primavera_precipMM,Primavera_sunHour,Primavera_uvIndex,Primavera_calor_extremo,Primavera_frio_extremo,Primavera_chuva_extrema,Primavera_neve,Primavera_uv_extremo,Primavera_score,Primavera_classificacao,Primavera_amplitude_termica,Primavera_tci,Primavera_tci_mensal,Verão_maxtempC,Verão_mintempC,Verão_FeelsLikeC,Verão_humidity,Verão_precipMM,Verão_sunHour,Verão_uvIndex,Verão_calor_extremo,Verão_frio_extremo,Verão_chuva_extrema,Verão_neve,Verão_uv_extremo,Verão_score,Verão_classificacao,Verão_amplitude_termica,Verão_tci,Verão_tci_mensal,Outono_maxtempC,Outono_mintempC,Outono_FeelsLikeC,Outono_humidity,Outono_precipMM,Outono_sunHour,Outono_uvIndex,Outono_calor_extremo,Outono_frio_extremo,Outono_chuva_extrema,Outono_neve,Outono_uv_extremo,Outono_score,Outono_classificacao,Outono_amplitude_termica,Outono_tci,Outono_tci_mensal
Albufeira,"21,99","14,69","17,96","69,25","0,88","10,32","4,66","0,00","0,00","17,00","0,00","0,00","71,30",Muito Bom,"29,00","48,85","     ano  mes   tci
0   2024    6  57.0
1   2024    7  45.0
2   2024    8  45.0
3   2024    9  60.0
4   2024   10  58.5
5   2024   11  45.0
6   2024   12  48.0
7   2025    1  42.0
8   2025    2  45.0
9   2025    3  41.0
10  2025    4  43.5
11  2025    5  60.0
12  2025    6  45.0",Outono,"87,34","16,49","10,56","12,26","72,63","0,97","8,15","3,56","0,00","0,00","6,00","0,00","0,00","53,99",Aceitável,"15,00","45,00","    ano  mes   tci
0  2024   12  48.0
1  2025    1  42.0
2  2025    2  45.0","19,42","12,76","15,38","73,47","1,58","9,67","4,02","0,00","0,00","7,00","0,00","0,00","67,92",Bom,"20,00","48,17","    ano  mes   tci
0  2025    3  41.0
1  2025    4  43.5
2  2025    5  60.0","28,51","18,81","24,32","59,91","0,04","13,51","6,02","0,00","0,00","0,00","0,00","0,00","84,69",Excelente,"21,00","48,00","    ano  mes   tci
0  2024    6  57.0
1  2024    7  45.0
2  2024    8  45.0
3  2025    6  45.0","22,83","16,16","19,18","71,83","1,01","9,66","4,89","0,00","0,00","4,00","0,00","0,00","87,34",Excelente,"20,00","54,50","    ano  mes   tci
0  2024    9  60.0
1  2024   10  58.5
2  2024   11  45.0"
Portimao,"21,99","14,32","17,54","71,48","1,06","10,15","4,53","0,00","0,00","14,00","0,00","0,00","71,30",Muito Bom,"29,00","50,77","     ano  mes   tci
0   2024    6  57.0
1   2024    7  45.0
2   2024    8  45.0
3   2024    9  60.0
4   2024   10  58.5
5   2024   11  57.0
6   2024   12  46.5
7   2025    1  45.0
8   2025    2  45.0
9   2025    3  39.0
10  2025    4  42.0
11  2025    5  60.0
12  2025    6  60.0",Outono,"86,67","16,67","10,48","12,38","73,32","1,10","8,05","3,46","0,00","0,00","6,00","0,00","0,00","54,13",Aceitável,"15,00","45,50","    ano  mes   tci
0  2024   12  46.5
1  2025    1  45.0
2  2025    2  45.0","19,39","12,64","15,18","74,48","1,94","9,26","3,94","0,00","0,00","5,00","0,00","0,00","67,28",Bom,"21,00","47,00","    ano  mes   tci
0  2025    3  39.0
1  2025    4  42.0
2  2025    5  60.0","28,46","17,84","23,22","64,57","0,07","13,56","5,81","0,00","0,00","0,00","0,00","0,00","84,04",Excelente,"22,00","51,75","    ano  mes   tci
0  2024    6  57.0
1  2024    7  45.0
2  2024    8  45.0
3  2025    6  60.0","22,82","15,91","18,81","74,07","1,19","9,44","4,77","0,00","0,00","3,00","0,00","0,00","86,67",Excelente,"21,00","58,50","    ano  mes   tci
0  2024    9  60.0
1  2024   10  58.5
2  2024   11  57.0"
sao paulo,"28,30","16,93","22,21","64,10","2,00","9,34","5,31","9,00","0,00","23,00","0,00","0,00","71,07",Muito Bom,"30,00","47,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  32.0
4   2024   10  44.0
5   2024   11  43.0
6   2024   12  44.0
7   2025    1  41.5
8   2025    2  46.5
9   2025    3  45.5
10  2025    4  42.0
11  2025    5  60.0
12  2025    6  58.5",Verão,"83,48","28,08","18,81","23,99","79,60","3,48","8,29","5,16","0,00","0,00","13,00","0,00","0,00","75,17",Muito Bom,"16,00","44,00","    ano  mes   tci
0  2024   12  44.0
1  2025    1  41.5
2  2025    2  46.5","27,74","16,72","21,67","71,19","2,03","8,90","5,10","0,00","0,00","4,00","0,00","0,00","81,70",Excelente,"23,00","49,17","    ano  mes   tci
0  2025    3  45.5
1  2025    4  42.0
2  2025    5  60.0","27,45","14,18","19,72","48,18","0,55","10,45","5,30","0,00","0,00","0,00","0,00","0,00","83,48",Excelente,"29,00","53,62","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  58.5","30,20","18,66","24,09","59,68","2,25","9,55","5,70","9,00","0,00","6,00","0,00","0,00","64,05",Bom,"20,00","39,67","    ano  mes   tci
0  2024    9  32.0
1  2024   10  44.0
2  2024   11  43.0"
Moita,"21,81","13,49","16,72","71,60","1,58","9,82","4,37","3,00","0,00","9,00","0,00","0,00","71,01",Muito Bom,"33,00","48,27","     ano  mes   tci
0   2024    6  57.0
1   2024    7  48.0
2   2024    8  45.0
3   2024    9  57.0
4   2024   10  57.0
5   2024   11  56.0
6   2024   12  46.5
7   2025    1  33.0
8   2025    2  43.0
9   2025    3  37.5
10  2025    4  41.0
11  2025    5  58.5
12  2025    6  48.0",Outono,"89,13","16,05","9,14","11,24","74,17","1,50","7,45","3,35","0,00","0,00","4,00","0,00","0,00","51,06",Aceitável,"18,00","40,83","    ano  mes   tci
0  2024   12  46.5
1  2025    1  33.0
2  2025    2  43.0","19,63","12,09","14,73","74,02","3,15","8,63","3,85","0,00","0,00","3,00","0,00","0,00","67,71",Bom,"23,00","45,67","    ano  mes   tci
0  2025    3  37.5
1  2025    4  41.0
2  2025    5  58.5","28,44","17,23","22,29","66,61","0,24","13,72","5,62","3,00","0,00","0,00","0,00","0,00","83,37",Excelente,"20,00","49,50","    ano  mes   tci
0  2024    6  57.0
1  2024    7  48.0
2  2024    8  45.0
3  2025    6  48.0","22,85","15,30","18,38","71,74","1,45","9,36","4,60","0,00","0,00","2,00","0,00","0,00","89,13",Excelente,"25,00","56,67","    ano  mes   tci
0  2024    9  57.0
1  2024   10  57.0
2  2024   11  56.0"
Alcochete,"21,81","13,49","16,72","71,60","1,58","9,82","4,37","3,00","0,00","9,00","0,00","0,00","71,01",Muito Bom,"33,00","48,27","     ano  mes   tci
0   2024    6  57.0
1   2024    7  48.0
2   2024    8  45.0
3   2024    9  57.0
4   2024   10  57.0
5   2024   11  56.0
6   2024   12  46.5
7   2025    1  33.0
8   2025    2  43.0
9   2025    3  37.5
10  2025    4  41.0
11  2025    5  58.5
12  2025    6  48.0",Outono,"89,13","16,05","9,14","11,24","74,17","1,50","7,45","3,35","0,00","0,00","4,00","0,00","0,00","51,06",Aceitável,"18,00","40,83","    ano  mes   tci
0  2024   12  46.5
1  2025    1  33.0
2  2025    2  43.0","19,63","12,09","14,73","74,02","3,15","8,64","3,85","0,00","0,00","3,00","0,00","0,00","67,71",Bom,"23,00","45,67","    ano  mes   tci
0  2025    3  37.5
1  2025    4  41.0
2  2025    5  58.5","28,44","17,23","22,29","66,61","0,24","13,72","5,62","3,00","0,00","0,00","0,00","0,00","83,37",Excelente,"20,00","49,50","    ano  mes   tci
0  2024    6  57.0
1  2024    7  48.0
2  2024    8  45.0
3  2025    6  48.0","22,85","15,30","18,38","71,74","1,45","9,36","4,60","0,00","0,00","2,00","0,00","0,00","89,13",Excelente,"25,00","56,67","    ano  mes   tci
0  2024    9  57.0
1  2024   10  57.0
2  2024   11  56.0"
Montijo,"21,81","13,49","16,72","71,60","1,58","9,82","4,37","3,00","0,00","9,00","0,00","0,00","70,95",Muito Bom,"33,00","48,27","     ano  mes   tci
0   2024    6  57.0
1   2024    7  48.0
2   2024    8  45.0
3   2024    9  57.0
4   2024   10  57.0
5   2024   11  56.0
6   2024   12  46.5
7   2025    1  33.0
8   2025    2  43.0
9   2025    3  37.5
10  2025    4  41.0
11  2025    5  58.5
12  2025    6  48.0",Outono,"89,13","16,05","9,14","11,24","74,17","1,50","7,45","3,35","0,00","0,00","4,00","0,00","0,00","51,06",Aceitável,"18,00","40,83","    ano  mes   tci
0  2024   12  46.5
1  2025    1  33.0
2  2025    2  43.0","19,63","12,09","14,73","74,02","3,15","8,63","3,85","0,00","0,00","3,00","0,00","0,00","67,49",Bom,"23,00","45,67","    ano  mes   tci
0  2025    3  37.5
1  2025    4  41.0
2  2025    5  58.5","28,44","17,23","22,29","66,61","0,24","13,72","5,62","3,00","0,00","0,00","0,00","0,00","83,37",Excelente,"20,00","49,50","    ano  mes   tci
0  2024    6  57.0
1  2024    7  48.0
2  2024    8  45.0
3  2025    6  48.0","22,85","15,30","18,38","71,74","1,45","9,36","4,60","0,00","0,00","2,00","0,00","0,00","89,13",Excelente,"25,00","56,67","    ano  mes   tci
0  2024    9  57.0
1  2024   10  57.0
2  2024   11  56.0"
Silves,"21,85","14,27","17,49","70,24","1,05","10,36","4,54","0,00","0,00","14,00","0,00","0,00","69,87",Bom,"30,00","49,00","     ano  mes   tci
0   2024    6  57.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  60.0
5   2024   11  45.0
6   2024   12  48.0
7   2025    1  45.0
8   2025    2  45.0
9   2025    3  38.5
10  2025    4  42.5
11  2025    5  60.0
12  2025    6  48.0",Outono,"85,28","16,26","10,17","12,06","73,17","0,84","8,24","3,45","0,00","0,00","6,00","0,00","0,00","53,47",Aceitável,"15,00","46,00","    ano  mes   tci
0  2024   12  48.0
1  2025    1  45.0
2  2025    2  45.0","19,09","12,62","14,97","74,17","2,48","9,54","3,94","0,00","0,00","3,00","0,00","0,00","66,37",Bom,"22,00","47,00","    ano  mes   tci
0  2025    3  38.5
1  2025    4  42.5
2  2025    5  60.0","28,83","18,14","23,66","61,65","0,06","13,54","5,89","0,00","0,00","0,00","0,00","0,00","81,81",Excelente,"21,00","48,25","    ano  mes   tci
0  2024    6  57.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","22,60","15,79","18,74","72,63","0,86","9,83","4,74","0,00","0,00","5,00","0,00","0,00","85,28",Excelente,"22,00","55,00","    ano  mes   tci
0  2024    9  60.0
1  2024   10  60.0
2  2024   11  45.0"
Lagoa [R.A.A.],"21,85","14,27","17,49","70,24","1,05","10,36","4,54","0,00","0,00","14,00","0,00","0,00","69,87",Bom,"30,00","49,00","     ano  mes   tci
0   2024    6  57.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  60.0
5   2024   11  45.0
6   2024   12  48.0
7   2025    1  45.0
8   2025    2  45.0
9   2025    3  38.5
10  2025    4  42.5
11  2025    5  60.0
12  2025    6  48.0",Outono,"85,28","16,26","10,17","12,06","73,17","0,84","8,24","3,45","0,00","0,00","6,00","0,00","0,00","53,47",Aceitável,"15,00","46,00","    ano  mes   tci
0  2024   12  48.0
1  2025    1  45.0
2  2025    2  45.0","19,09","12,62","14,97","74,17","2,48","9,54","3,94","0,00","0,00","3,00","0,00","0,00","66,37",Bom,"22,00","47,00","    ano  mes   tci
0  2025    3  38.5
1  2025    4  42.5
2  2025    5  60.0","28,83","18,14","23,66","61,65","0,06","13,54","5,89","0,00","0,00","0,00","0,00","0,00","81,81",Excelente,"21,00","48,25","    ano  mes   tci
0  2024    6  57.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","22,60","15,79","18,74","72,63","0,86","9,83","4,74","0,00","0,00","5,00","0,00","0,00","85,28",Excelente,"22,00","55,00","    ano  mes   tci
0  2024    9  60.0
1  2024   10  60.0
2  2024   11  45.0"
Sintra,"19,92","13,41","15,75","74,80","1,43","9,93","4,16","0,00","0,00","18,00","0,00","0,00","69,50",Bom,"27,00","47,50","     ano  mes   tci
0   2024    6  57.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  54.0
5   2024   11  45.0
6   2024   12  35.5
7   2025    1  32.0
8   2025    2  37.0
9   2025    3  32.0
10  2025    4  40.0
11  2025    5  57.0
12  2025    6  57.0",Verão,"92,26","15,12","9,37","10,66","73,37","1,59","7,70","3,27","0,00","0,00","7,00","0,00","0,00","48,14",Marginal,"14,00","34,83","    ano  mes   tci
0  2024   12  35.5
1  2025    1  32.0
2  2025    2  37.0","18,32","11,78","13,72","75,85","2,72","8,92","3,66","0,00","0,00","7,00","0,00","0,00","62,98",Bom,"20,00","43,00","    ano  mes   tci
0  2025    3  32.0
1  2025    4  40.0
2  2025    5  57.0","24,59","16,95","20,53","75,65","0,15","13,58","5,17","0,00","0,00","0,00","0,00","0,00","92,26",Excelente,"18,00","57,00","    ano  mes   tci
0  2024    6  57.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","21,07","15,07","17,48","74,25","1,39","9,13","4,43","0,00","0,00","4,00","0,00","0,00","82,83",Excelente,"21,00","52,00","    ano  mes   tci
0  2024    9  57.0
1  2024   10  54.0
2  2024   11  45.0"
Gaviao,"22,42","14,11","17,64","68,56","1,17","10,30","4,60","1,00","0,00","13,00","0,00","0,00","69,26",Bom,"30,00","49,27","     ano  mes   tci
0   2024    6  57.0
1   2024    7  45.0
2   2024    8  37.0
3   2024    9  60.0
4   2024   10  58.5
5   2024   11  57.0
6   2024   12  48.0
7   2025    1  45.0
8   2025    2  45.0
9   2025    3  37.5
10  2025    4  42.5
11  2025    5  60.0
12  2025    6  48.0",Outono,"85,96","16,48","9,90","11,86","73,05","1,07","8,27","3,45","0,00","0,00","6,00","0,00","0,00","54,04",Aceitável,"16,00","46,00","    ano  mes   tci
0  2024   12  48.0
1  2025    1  45.0
2  2025    2  45.0","19,54","12,22","15,07","73,45","2,51","9,46","3,99","0,00","0,00","3,00","0,00","0,00","68,16",Bom,"23,00","46,67","    ano  mes   tci
0  2025    3  37.5
1  2025    4  42.5
2  2025    5  60.0","29,82","18,25","24,23","57,43","0,04","13,55","6,03","1,00","0,00","0,00","0,00","0,00","76,79",Muito Bom,"22,00","46,75","    ano  mes   tci
0  2024    6  57.0
1  2024    7  45.0
2  2024    8  37.0
3  2025    6  48.0","23,28","15,71","18,89","70,99","1,07","9,66","4,82","0,00","0,00","4,00","0,00","0,00","85,96",Excelente,"22,00","58,50","    ano  mes   tci
0  2024    9  60.0
1  2024   10  58.5
2  2024   11  57.0"
Santiago do Cacem,"18,90","14,77","16,30","75,99","1,11","10,12","4,28","0,00","0,00","13,00","0,00","0,00","68,75",Bom,"23,00","45,96","     ano  mes   tci
0   2024    6  45.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  54.0
5   2024   11  42.0
6   2024   12  43.5
7   2025    1  34.0
8   2025    2  34.0
9   2025    3  31.0
10  2025    4  41.0
11  2025    5  45.0
12  2025    6  57.0",Verão,"89,89","15,85","11,60","12,62","73,40","1,40","7,90","3,60","0,00","0,00","4,00","0,00","0,00","50,50",Aceitável,"14,00","37,17","    ano  mes   tci
0  2024   12  43.5
1  2025    1  34.0
2  2025    2  34.0","17,71","13,56","14,76","76,80","2,01","9,15","3,99","0,00","0,00","7,00","0,00","0,00","58,08",Aceitável,"16,00","39,00","    ano  mes   tci
0  2025    3  31.0
1  2025    4  41.0
2  2025    5  45.0","21,68","17,35","19,55","77,22","0,03","13,72","5,02","0,00","0,00","0,00","0,00","0,00","89,89",Excelente,"15,00","54,00","    ano  mes   tci
0  2024    6  45.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","20,09","16,27","17,94","76,44","1,08","9,44","4,45","0,00","0,00","2,00","0,00","0,00","82,30",Excelente,"13,00","51,00","    ano  mes   tci
0  2024    9  57.0
1  2024   10  54.0
2  2024   11  42.0"
Grandola,"18,90","14,77","16,30","75,99","1,11","10,12","4,28","0,00","0,00","13,00","0,00","0,00","68,75",Bom,"23,00","45,96","     ano  mes   tci
0   2024    6  45.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  54.0
5   2024   11  42.0
6   2024   12  43.5
7   2025    1  34.0
8   2025    2  34.0
9   2025    3  31.0
10  2025    4  41.0
11  2025    5  45.0
12  2025    6  57.0",Verão,"89,89","15,85","11,60","12,62","73,40","1,40","7,90","3,60","0,00","0,00","4,00","0,00","0,00","50,50",Aceitável,"14,00","37,17","    ano  mes   tci
0  2024   12  43.5
1  2025    1  34.0
2  2025    2  34.0","17,71","13,56","14,76","76,80","2,01","9,15","3,99","0,00","0,00","7,00","0,00","0,00","58,08",Aceitável,"16,00","39,00","    ano  mes   tci
0  2025    3  31.0
1  2025    4  41.0
2  2025    5  45.0","21,68","17,35","19,55","77,22","0,03","13,73","5,02","0,00","0,00","0,00","0,00","0,00","89,89",Excelente,"15,00","54,00","    ano  mes   tci
0  2024    6  45.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","20,09","16,27","17,94","76,44","1,08","9,42","4,45","0,00","0,00","2,00","0,00","0,00","82,30",Excelente,"13,00","51,00","    ano  mes   tci
0  2024    9  57.0
1  2024   10  54.0
2  2024   11  42.0"
Sines,"18,90","14,77","16,30","75,99","1,11","10,13","4,28","0,00","0,00","13,00","0,00","0,00","68,75",Bom,"23,00","45,96","     ano  mes   tci
0   2024    6  45.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  54.0
5   2024   11  42.0
6   2024   12  43.5
7   2025    1  34.0
8   2025    2  34.0
9   2025    3  31.0
10  2025    4  41.0
11  2025    5  45.0
12  2025    6  57.0",Verão,"89,89","15,85","11,60","12,62","73,40","1,40","7,90","3,60","0,00","0,00","4,00","0,00","0,00","50,50",Aceitável,"14,00","37,17","    ano  mes   tci
0  2024   12  43.5
1  2025    1  34.0
2  2025    2  34.0","17,71","13,56","14,76","76,80","2,01","9,14","3,99","0,00","0,00","7,00","0,00","0,00","58,08",Aceitável,"16,00","39,00","    ano  mes   tci
0  2025    3  31.0
1  2025    4  41.0
2  2025    5  45.0","21,68","17,35","19,55","77,22","0,03","13,75","5,02","0,00","0,00","0,00","0,00","0,00","89,89",Excelente,"15,00","54,00","    ano  mes   tci
0  2024    6  45.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","20,09","16,27","17,94","76,44","1,08","9,44","4,45","0,00","0,00","2,00","0,00","0,00","82,30",Excelente,"13,00","51,00","    ano  mes   tci
0  2024    9  57.0
1  2024   10  54.0
2  2024   11  42.0"
Seixal,"19,76","13,14","15,52","76,22","1,73","9,61","4,07","0,00","0,00","14,00","0,00","0,00","68,71",Bom,"28,00","46,31","     ano  mes   tci
0   2024    6  60.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  53.0
5   2024   11  44.0
6   2024   12  35.5
7   2025    1  32.0
8   2025    2  35.0
9   2025    3  29.5
10  2025    4  40.0
11  2025    5  45.0
12  2025    6  57.0",Verão,"92,65","15,67","9,52","11,06","75,80","1,94","7,47","3,33","0,00","0,00","5,00","0,00","0,00","47,89",Marginal,"15,00","34,17","    ano  mes   tci
0  2024   12  35.5
1  2025    1  32.0
2  2025    2  35.0","17,72","11,44","13,38","78,15","3,12","8,75","3,56","0,00","0,00","7,00","0,00","0,00","58,60",Aceitável,"20,00","38,17","    ano  mes   tci
0  2025    3  29.5
1  2025    4  40.0
2  2025    5  45.0","24,01","16,35","19,80","75,78","0,23","13,13","4,97","0,00","0,00","0,00","0,00","0,00","92,65",Excelente,"19,00","57,75","    ano  mes   tci
0  2024    6  60.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","21,17","14,89","17,37","75,22","1,76","8,80","4,31","0,00","0,00","2,00","0,00","0,00","81,62",Excelente,"24,00","51,33","    ano  mes   tci
0  2024    9  57.0
1  2024   10  53.0
2  2024   11  44.0"
Mafra,"19,76","13,14","15,52","76,22","1,73","9,61","4,07","0,00","0,00","14,00","0,00","0,00","68,71",Bom,"28,00","46,31","     ano  mes   tci
0   2024    6  60.0
1   2024    7  57.0
2   2024    8  57.0
3   2024    9  57.0
4   2024   10  53.0
5   2024   11  44.0
6   2024   12  35.5
7   2025    1  32.0
8   2025    2  35.0
9   2025    3  29.5
10  2025    4  40.0
11  2025    5  45.0
12  2025    6  57.0",Verão,"92,65","15,67","9,52","11,06","75,80","1,94","7,47","3,33","0,00","0,00","5,00","0,00","0,00","47,89",Marginal,"15,00","34,17","    ano  mes   tci
0  2024   12  35.5
1  2025    1  32.0
2  2025    2  35.0","17,72","11,44","13,38","78,15","3,12","8,75","3,56","0,00","0,00","7,00","0,00","0,00","58,60",Aceitável,"20,00","38,17","    ano  mes   tci
0  2025    3  29.5
1  2025    4  40.0
2  2025    5  45.0","24,01","16,35","19,80","75,78","0,23","13,14","4,97","0,00","0,00","0,00","0,00","0,00","92,65",Excelente,"19,00","57,75","    ano  mes   tci
0  2024    6  60.0
1  2024    7  57.0
2  2024    8  57.0
3  2025    6  57.0","21,17","14,89","17,37","75,22","1,76","8,80","4,31","0,00","0,00","2,00","0,00","0,00","81,62",Excelente,"24,00","51,33","    ano  mes   tci
0  2024    9  57.0
1  2024   10  53.0
2  2024   11  44.0"
Espinho,"19,90","12,36","15,36","71,01","2,24","9,51","4,05","0,00","0,00","20,00","0,00","0,00","68,45",Bom,"32,00","48,85","     ano  mes   tci
0   2024    6  60.0
1   2024    7  60.0
2   2024    8  60.0
3   2024    9  58.5
4   2024   10  52.5
5   2024   11  44.0
6   2024   12  37.0
7   2025    1  32.5
8   2025    2  35.0
9   2025    3  35.0
10  2025    4  43.0
11  2025    5  57.5
12  2025    6  60.0",Verão,"93,06","14,52","8,23","10,08","72,70","2,90","7,18","3,00","0,00","0,00","6,00","0,00","0,00","49,04",Marginal,"17,00","34,83","    ano  mes   tci
0  2024   12  37.0
1  2025    1  32.5
2  2025    2  35.0","18,45","10,72","13,60","73,00","3,10","8,86","3,61","0,00","0,00","7,00","0,00","0,00","62,98",Bom,"24,00","45,17","    ano  mes   tci
0  2025    3  35.0
1  2025    4  43.0
2  2025    5  57.5","25,24","16,23","20,49","67,99","0,35","13,32","5,18","0,00","0,00","1,00","0,00","0,00","93,06",Excelente,"23,00","60,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  60.0
2  2024    8  60.0
3  2025    6  60.0","20,91","13,91","16,76","70,62","2,77","8,33","4,28","0,00","0,00","6,00","0,00","0,00","78,75",Muito Bom,"24,00","51,67","    ano  mes   tci
0  2024    9  58.5
1  2024   10  52.5
2  2024   11  44.0"
Ovar,"19,90","12,36","15,36","71,01","2,24","9,51","4,05","0,00","0,00","20,00","0,00","0,00","68,45",Bom,"32,00","48,85","     ano  mes   tci
0   2024    6  60.0
1   2024    7  60.0
2   2024    8  60.0
3   2024    9  58.5
4   2024   10  52.5
5   2024   11  44.0
6   2024   12  37.0
7   2025    1  32.5
8   2025    2  35.0
9   2025    3  35.0
10  2025    4  43.0
11  2025    5  57.5
12  2025    6  60.0",Verão,"93,06","14,52","8,23","10,08","72,70","2,90","7,21","3,00","0,00","0,00","6,00","0,00","0,00","49,04",Marginal,"17,00","34,83","    ano  mes   tci
0  2024   12  37.0
1  2025    1  32.5
2  2025    2  35.0","18,45","10,72","13,60","73,00","3,10","8,86","3,61","0,00","0,00","7,00","0,00","0,00","62,98",Bom,"24,00","45,17","    ano  mes   tci
0  2025    3  35.0
1  2025    4  43.0
2  2025    5  57.5","25,24","16,23","20,49","67,99","0,35","13,29","5,18","0,00","0,00","1,00","0,00","0,00","93,06",Excelente,"23,00","60,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  60.0
2  2024    8  60.0
3  2025    6  60.0","20,91","13,91","16,76","70,62","2,77","8,33","4,28","0,00","0,00","6,00","0,00","0,00","78,75",Muito Bom,"24,00","51,67","    ano  mes   tci
0  2024    9  58.5
1  2024   10  52.5
2  2024   11  44.0"
