Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Centro,Vouzela,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,50","28,00","0,00","10,58","11,71","15,00","5,45","0,00","0,00","5,16","2,35","6,61","8,19","6,61","80,65","12,16","11,71","0,00","1,00","4,00","0,00","0,00",Marginal,Marginal
Centro,Vouzela,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,53","28,00","9,00","6,90","12,75","15,00","5,64","1,00","0,00","6,07","2,54","8,00","8,79","8,00","81,54","2,84","12,75","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Centro,Vouzela,2025-03,Primavera,"31,00","2,00","0,00","29,00","1,00","3,23","21,51","92,80","0,00","21,32","12,74","22,00","5,52","2,00","0,00","6,10","2,48","7,26","8,81","7,26","81,35","8,62","12,74","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Centro,Vouzela,2025-04,Primavera,"30,00","11,00","0,00","19,00","0,00","0,00","42,49","96,40","0,00","38,84","16,83","25,00","8,17","3,00","0,00","7,47","3,20","11,37","12,10","11,37","79,00","6,99","16,83","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Centro,Vouzela,2025-05,Primavera,"31,00","11,00","4,00","16,00","1,00","3,23","52,50","96,40","9,00","33,31","21,06","36,00","10,68","6,00","0,00","10,35","4,06","15,03","15,35","15,00","71,00","2,54","21,06","1,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Centro,Vouzela,2025-06,Verão,"30,00","14,00","4,00","12,00","4,00","13,33","65,76","96,40","26,80","28,20","29,20","42,00","14,90","10,00","0,00","13,77","5,20","21,40","21,60","21,33","60,73","0,23","29,20","4,00","0,00","0,00","0,00","1,00",Excelente,Bom
Norte,Alfandega da Fe,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"23,00","23,00","13,00","13,00","0,00","12,00","4,00","18,00","18,00","18,00","66,00","0,30","23,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Alfandega da Fe,2024-07,Verão,"31,00","10,00","7,00","14,00","4,00","12,90","60,55","100,00","34,00","26,16","31,03","37,00","16,16","11,00","0,00","13,71","5,97","23,16","23,13","23,35","44,39","0,41","31,03","4,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Alfandega da Fe,2024-08,Verão,"31,00","1,00","9,00","21,00","3,00","9,68","44,27","100,00","20,40","14,38","32,58","38,00","16,74","12,00","0,00","13,84","6,23","24,10","24,03","24,35","38,68","0,00","32,58","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2024-09,Outono,"30,00","21,00","3,00","6,00","0,00","0,00","77,92","96,40","28,00","23,23","23,73","29,00","11,60","6,00","0,00","10,70","4,50","16,77","17,07","16,77","51,93","1,24","23,73","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Alfandega da Fe,2024-10,Outono,"31,00","11,00","2,00","18,00","0,00","0,00","50,34","96,40","8,40","34,53","18,16","23,00","10,77","5,00","0,00","7,03","3,39","13,55","14,16","13,55","76,52","4,77","18,16","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Alfandega da Fe,2024-11,Outono,"30,00","1,00","4,00","25,00","0,00","0,00","31,29","92,80","9,00","16,07","15,73","20,00","8,37","3,00","0,00","7,90","3,20","10,37","11,53","10,37","74,30","2,10","15,73","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2024-12,Inverno,"31,00","0,00","0,00","31,00","13,00","41,94","22,13","28,00","9,00","5,85","10,65","17,00","2,32","-2,00","0,00","8,42","2,13","4,45","5,61","4,45","75,77","0,34","10,65","0,00","13,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2025-01,Inverno,"31,00","0,00","0,00","31,00","10,00","32,26","13,48","28,00","0,00","7,56","9,97","15,00","2,94","-3,00","0,00","5,06","1,90","4,03","5,90","4,03","79,65","4,97","9,97","0,00","10,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2025-02,Inverno,"28,00","0,00","0,00","28,00","5,00","17,86","19,71","28,00","9,00","7,90","11,96","15,00","3,36","-2,00","0,00","6,57","2,04","6,11","7,18","6,11","78,96","1,10","11,96","0,00","5,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2025-03,Primavera,"31,00","1,00","0,00","30,00","2,00","6,45","21,42","88,00","0,00","15,17","11,90","21,00","3,55","0,00","0,00","6,32","2,03","5,16","7,42","5,16","77,06","3,35","11,90","0,00","2,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2025-04,Primavera,"30,00","10,00","0,00","20,00","0,00","0,00","44,83","92,80","9,00","33,96","16,97","24,00","6,67","1,00","0,00","8,57","3,13","10,40","11,37","10,40","73,83","3,09","16,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alfandega da Fe,2025-05,Primavera,"31,00","11,00","2,00","18,00","0,00","0,00","51,15","92,80","9,00","31,32","20,81","32,00","8,74","4,00","0,00","10,58","3,81","13,84","14,45","13,84","65,71","1,89","20,81","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Alfandega da Fe,2025-06,Verão,"30,00","12,00","6,00","12,00","4,00","13,33","63,64","96,40","34,00","26,18","29,87","38,00","14,73","9,00","0,00","14,57","5,47","22,00","22,17","22,10","50,57","0,69","29,87","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Alijo,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","13,00","13,00","0,00","8,00","4,00","17,00","17,00","17,00","71,00","1,20","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Alijo,2024-07,Verão,"31,00","12,00","6,00","13,00","3,00","9,68","62,55","100,00","16,80","29,23","30,19","37,00","17,32","11,00","0,00","13,48","6,00","23,32","23,45","23,16","48,42","0,15","30,19","3,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Alijo,2024-08,Verão,"31,00","2,00","13,00","16,00","3,00","9,68","49,47","100,00","24,00","17,29","32,42","38,00","18,29","14,00","0,00","13,87","6,29","24,39","24,39","24,42","43,55","0,00","32,42","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2024-09,Outono,"30,00","22,00","2,00","6,00","0,00","0,00","80,29","100,00","17,40","26,05","24,13","29,00","13,47","9,00","0,00","10,33","4,70","18,03","18,23","18,03","52,87","2,01","24,13","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Alijo,2024-10,Outono,"31,00","14,00","0,00","17,00","1,00","3,23","53,69","96,40","4,40","35,58","18,65","23,00","12,23","7,00","0,00","5,97","3,74","14,74","14,94","14,74","77,35","6,18","18,65","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Alijo,2024-11,Outono,"30,00","0,00","7,00","23,00","0,00","0,00","30,79","54,40","9,00","13,50","16,07","19,00","10,03","6,00","0,00","7,53","3,30","12,13","12,47","12,13","74,10","2,93","16,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","26,32","32,80","9,00","4,68","11,03","17,00","4,77","2,00","0,00","8,74","2,61","6,58","7,45","6,58","72,61","0,54","11,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","16,86","28,00","0,00","9,77","10,87","16,00","5,03","0,00","0,00","5,26","2,23","6,32","7,55","6,32","78,77","7,93","10,87","0,00","1,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,89","28,00","0,00","9,53","12,79","15,00","5,75","2,00","0,00","5,64","2,36","8,18","8,82","8,18","77,32","2,10","12,79","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2025-03,Primavera,"31,00","2,00","0,00","29,00","0,00","0,00","23,87","88,00","0,00","20,70","12,77","20,00","5,26","2,00","0,00","5,19","2,45","7,45","8,68","7,45","76,52","5,20","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2025-04,Primavera,"30,00","12,00","0,00","18,00","0,00","0,00","45,71","96,40","0,00","38,65","17,40","24,00","8,37","4,00","0,00","7,67","3,20","12,07","12,63","12,07","72,80","3,75","17,40","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Alijo,2025-05,Primavera,"31,00","11,00","4,00","16,00","0,00","0,00","55,29","96,40","13,80","30,63","21,48","33,00","11,00","6,00","0,00","10,55","4,06","15,77","16,03","15,81","63,16","1,98","21,48","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Alijo,2025-06,Verão,"30,00","14,00","4,00","12,00","3,00","10,00","66,44","100,00","26,80","28,82","29,53","39,00","16,27","11,00","0,00","14,40","5,43","22,43","22,63","22,43","51,03","0,35","29,53","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Amarante,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","92,80","92,80","92,80",nan,"22,00","22,00","12,00","12,00","0,00","6,00","4,00","17,00","18,00","17,00","79,00","1,50","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Amarante,2024-07,Verão,"31,00","11,00","7,00","13,00","6,00","19,35","60,18","100,00","30,40","25,46","30,48","39,00","15,48","11,00","0,00","12,77","5,71","22,74","22,97","22,35","58,94","1,44","30,48","6,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Amarante,2024-08,Verão,"31,00","2,00","11,00","18,00","3,00","9,68","47,01","96,40","30,40","15,51","32,13","39,00","15,35","11,00","0,00","13,81","5,90","23,19","23,29","23,00","54,65","0,01","32,13","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2024-09,Outono,"30,00","21,00","6,00","3,00","1,00","3,33","76,82","96,40","13,80","24,67","25,70","33,00","12,10","8,00","0,00","9,90","4,63","17,90","18,10","17,93","60,03","3,16","25,70","0,00","0,00","1,00","0,00","0,00",Excelente,Muito Bom
Norte,Amarante,2024-10,Outono,"31,00","20,00","0,00","11,00","4,00","12,90","63,06","96,40","0,80","31,05","20,42","25,00","12,42","6,00","0,00","5,55","3,71","15,81","16,10","15,81","83,10","11,18","20,42","0,00","0,00","4,00","0,00","0,00",Excelente,Bom
Norte,Amarante,2024-11,Outono,"30,00","11,00","2,00","17,00","0,00","0,00","52,17","96,40","9,00","32,00","18,70","22,00","10,17","6,00","0,00","7,13","3,57","13,20","13,63","13,20","78,70","3,74","18,70","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Amarante,2024-12,Inverno,"31,00","0,00","1,00","30,00","0,00","0,00","24,46","50,80","9,00","7,18","14,16","19,00","5,52","2,00","0,00","8,77","2,84","8,03","8,94","8,03","78,23","0,92","14,16","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","16,33","32,80","0,00","9,87","13,65","17,00","6,06","-1,00","0,00","5,35","2,65","7,97","9,29","7,97","82,45","11,88","13,65","0,00","2,00","3,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,81","28,00","0,00","8,23","15,00","18,00","6,18","2,00","0,00","5,68","2,75","9,61","10,04","9,61","82,04","3,66","15,00","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2025-03,Primavera,"31,00","4,00","0,00","27,00","1,00","3,23","28,57","92,80","0,00","26,38","15,42","23,00","6,55","2,00","0,00","6,52","2,74","9,55","10,55","9,55","79,61","6,86","15,42","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2025-04,Primavera,"30,00","13,00","0,00","17,00","0,00","0,00","48,69","96,40","0,00","38,62","19,37","27,00","8,80","5,00","0,00","7,50","3,33","13,27","13,93","13,27","78,97","6,12","19,37","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Amarante,2025-05,Primavera,"31,00","15,00","1,00","15,00","0,00","0,00","60,06","96,40","9,00","32,67","23,19","35,00","10,32","6,00","0,00","10,42","4,10","16,48","16,71","16,48","70,71","3,60","23,19","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Amarante,2025-06,Verão,"30,00","13,00","3,00","14,00","8,00","26,67","59,88","92,80","26,80","27,22","30,80","41,00","12,70","7,00","0,00","14,10","5,40","21,80","22,03","21,60","59,83","0,18","30,80","8,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Amares,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","10,00","4,00","18,00","18,00","18,00","78,00","4,40","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Amares,2024-07,Verão,"31,00","12,00","8,00","11,00","2,00","6,45","63,67","100,00","30,40","24,60","29,48","38,00","16,35","11,00","0,00","12,94","5,74","22,84","23,06","22,39","62,39","1,97","29,48","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Amares,2024-08,Verão,"31,00","2,00","14,00","15,00","3,00","9,68","50,49","100,00","30,40","16,02","31,48","38,00","16,71","12,00","0,00","13,84","6,10","23,71","23,77","23,29","56,81","0,03","31,48","3,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Amares,2024-09,Outono,"30,00","22,00","2,00","6,00","2,00","6,67","77,99","100,00","17,40","29,33","24,63","32,00","13,07","8,00","0,00","9,87","4,60","18,13","18,33","18,17","62,17","5,29","24,63","0,00","0,00","2,00","0,00","0,00",Excelente,Muito Bom
Norte,Amares,2024-10,Outono,"31,00","12,00","0,00","19,00","5,00","16,13","47,09","96,40","4,40","35,10","19,10","25,00","12,16","7,00","0,00","5,81","3,84","15,29","15,55","15,29","84,10","12,84","19,10","0,00","0,00","5,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2024-11,Outono,"30,00","8,00","3,00","19,00","0,00","0,00","44,21","92,80","9,00","31,04","17,67","21,00","10,43","6,00","0,00","7,77","3,63","13,40","13,67","13,40","77,40","3,44","17,67","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2024-12,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","23,34","28,00","0,80","6,69","13,16","17,00","4,84","2,00","0,00","8,26","2,77","7,61","8,55","7,61","78,55","2,42","13,16","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,46","28,00","0,00","11,19","12,68","16,00","5,84","1,00","0,00","4,65","2,58","7,87","9,10","7,87","82,16","13,91","12,68","0,00","0,00","5,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2025-02,Inverno,"28,00","0,00","0,00","28,00","1,00","3,57","18,11","28,00","0,00","9,42","14,39","17,00","5,93","2,00","0,00","5,46","2,64","9,32","9,86","9,32","81,93","5,02","14,39","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","26,97","88,00","0,00","23,16","15,32","23,00","6,00","2,00","0,00","7,23","2,90","9,32","10,32","9,32","78,58","4,98","15,32","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Amares,2025-04,Primavera,"30,00","15,00","0,00","15,00","1,00","3,33","51,96","96,40","0,00","38,78","18,87","27,00","8,63","5,00","0,00","7,93","3,40","13,07","13,63","13,07","78,97","6,71","18,87","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
