Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Mondim de Basto,"3.109,00","3.296,00","170,00","197,00","240,00","293,00","373,00","335,00","286,00","287,00","346,00","441,00","490,00","543,00","511,00","540,00","393,00","359,00","287,00","314,00","6.405,00","367,00","533,00","373,00","2.728,00","2.404,00","5,73","8,32","5,82","42,59","37,53","37,20","0,00","5,00","0,00","0,00","0,00","1,00","0,00","39,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","80,00","0,00","70,00","130,00","236,00","246,00","0,00","9,00","69,00","11,00","0,00","771,00","25,20","39,70","35,20","45,30","76,20","221,50","0,00","0,00","35,00","0,00","0,00","209,00","3,00","0,00","180,00","107,00","0,00","0,00","292,00","43,00","46,00","203,00","87,00","177,00","94,00","83,00","11,00","19,00","48,00","24,00","7,00","9,00","154,00","16,00","84,00","39,00","39,00","1.687,00","976,10","0,00","902,90","919,00","914,90","974,50","0,00","1.000,00","1.332,70","1.211,80","0,00","976,20","0,04","5,00","8,00","11,00","5,00","29,00","30,00","34,00","2,00","62,00","64,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","10,00","0,00","4,00","2,00","0,00","0,00","6,00","12,00","0,00","0,00","0,00","2,00","13.661,00","109.711,00","123.372,00","0,00","71,00"
"2.023,00",Monforte,"1.402,00","1.600,00","123,00","130,00","144,00","179,00","171,00","159,00","168,00","118,00","158,00","199,00","215,00","206,00","199,00","179,00","157,00","144,00","136,00","217,00","3.002,00","253,00","323,00","171,00","1.223,00","1.032,00","8,43","10,76","5,70","40,74","34,38","7,10","0,00","1,00","1,00","0,00","0,00","0,00","0,00","11,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","5,00","6,00","58,00","0,00","68,00","61,00","136,00","136,00","0,00","3,00","94,00","12,00","0,00","521,00","33,80","41,90","36,50","21,70","27,40","161,30","250,00","246,00","4,00","0,00","0,00","39,00","0,00","0,00","30,00","17,00","0,00","13,00","189,00","5,00","84,00","100,00","0,00","39,00","0,00","0,00","0,00","0,00","35,00","18,00","4,00","0,00","22,00","11,00","19,00","11,00","17,00","666,00","1.201,10","0,00","1.090,50","1.076,20","1.044,60","1.143,40","0,00","1.489,40","1.591,90","1.785,70","0,00","1.201,10","0,02","0,00","0,00","0,00","1,00","1,00","6,00","0,00","4,00","2,00","6,00",,,,"0,00","1,00","0,00","1,00","4,00","0,00","12,00","0,00","8,00","0,00","0,00","0,00","4,00","12,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","6,00"
"2.023,00",Montalegre,"4.430,00","4.712,00","198,00","252,00","239,00","293,00","344,00","365,00","345,00","388,00","463,00","508,00","528,00","672,00","817,00","860,00","858,00","741,00","587,00","684,00","9.142,00","450,00","532,00","344,00","3.269,00","4.547,00","4,92","5,82","3,76","35,76","49,74","11,40","0,00","1,00","4,00","1,00","0,00","0,00","0,00","42,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","9,00","120,00","0,00","58,00","139,00","266,00","343,00","0,00","5,00","140,00","7,00","0,00","963,00","27,00","38,30","35,20","56,70","128,20","285,30","883,00","844,00","0,00","0,00","0,00","149,00","5,00","0,00","368,00","124,00","119,00","125,00","325,00","45,00","52,00","228,00","68,00","240,00","94,00","146,00","13,00","18,00","106,00","44,00","0,00","23,00","76,00","23,00","138,00","29,00","70,00","2.545,00","1.054,80","0,00","953,40","928,80","971,60","1.077,50","0,00","1.083,10","1.275,90","1.615,00","2.027,30","1.054,80","0,06","1,00","6,00","3,00","2,00","12,00","24,00","14,00","0,00","38,00","38,00",,,,"0,00","0,00","0,00","0,00","5,00","0,00","10,00","0,00","6,00","4,00","0,00","0,00","0,00","10,00","0,00","0,00","0,00","4,00","40.392,00","265.884,00","306.276,00","0,00","0,00"
"2.023,00",Montemor-o-Novo,"7.639,00","8.312,00","559,00","629,00","681,00","695,00","771,00","695,00","802,00","842,00","1.047,00","1.196,00","1.074,00","1.062,00","1.127,00","1.101,00","1.042,00","941,00","724,00","963,00","15.951,00","1.188,00","1.376,00","771,00","6.718,00","5.898,00","7,45","8,63","4,83","42,12","36,98","12,90","0,00","20,00","10,00","2,00","0,00","13,00","0,00","452,00","0,00","36,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","22,00","15,00","766,00","0,00","289,00","345,00","788,00","982,00","7,00","31,00","377,00","45,00","0,00","2.881,00","33,10","48,30","50,00","48,50","61,60","241,40","969,00","803,00","166,00","0,00","0,00","537,00","5,00","0,00","443,00","241,00","44,00","158,00","812,00","100,00","227,00","485,00","106,00","437,00","157,00","280,00","57,00","79,00","332,00","112,00","73,00","61,00","472,00","0,00","272,00","98,00","130,00","4.852,00","1.187,00","958,20","1.029,40","1.081,00","1.095,90","1.132,50","1.960,40","1.628,80","1.620,60","1.810,50","0,00","1.187,00","0,14","0,00","2,00","7,00","4,00","13,00","40,00","10,00","16,00","34,00","50,00",5,500,400,"0,00","1,00","0,00","1,00","11,00","6,00","30,00","0,00","26,00","0,00","0,00","2,00","8,00","36,00","0,00","0,00","0,00","5,00","3.614,00","282.856,00","286.470,00","1,00","137,00"
"2.023,00",Montemor-o-Velho,"12.047,00","12.842,00","970,00","1.013,00","1.100,00","1.072,00","1.165,00","1.112,00","1.214,00","1.399,00","1.792,00","1.970,00","1.872,00","1.867,00","1.766,00","1.660,00","1.472,00","1.340,00","984,00","1.121,00","24.889,00","1.983,00","2.172,00","1.165,00","11.226,00","8.343,00","7,97","8,73","4,68","45,10","33,52","108,70","0,00","14,00","5,00","0,00","0,00","25,00","0,00","214,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","19,00","13,00","17,00","558,00","0,00","265,00","483,00","1.047,00","1.168,00","6,00","24,00","427,00","83,00","0,00","3.543,00","77,00","115,20","109,50","110,30","156,10","568,10","1.023,00","941,00","67,00","15,00","0,00","893,00","0,00","0,00","940,00","352,00","22,00","566,00","861,00","125,00","261,00","475,00","312,00","389,00","26,00","363,00","32,00","67,00","342,00","145,00","38,00","82,00","432,00","190,00","332,00","60,00","155,00","6.143,00","1.195,20","925,60","1.007,60","1.087,60","1.115,60","1.238,30","1.205,50","1.413,00","1.441,80","1.616,50","0,00","1.195,20","0,18","0,00","2,00","10,00","1,00","13,00","30,00","8,00","6,00","32,00","38,00",4.98,498.00000000000006,398.40000000000003,"0,00","0,00","0,00","0,00","11,00","16,00","30,00","0,00","18,00","2,00","2,00","0,00","24,00","46,00","0,00","0,00","0,00","3,00","3.097,00","237.973,00","241.070,00","0,00","187,00"
"2.023,00",Montijo,"28.905,00","30.292,00","3.135,00","3.164,00","3.311,00","3.179,00","3.072,00","3.120,00","3.629,00","4.249,00","5.062,00","5.295,00","4.173,00","3.559,00","3.167,00","2.877,00","2.780,00","2.287,00","1.615,00","1.523,00","59.197,00","6.299,00","6.490,00","3.072,00","29.087,00","14.249,00","10,64","10,96","5,19","49,14","24,07","169,80","0,00","1.001,00","81,00","79,00","0,00","76,00","0,00","3.597,00","0,00","159,00","0,00","0,00","0,00","0,00","0,00","0,00","81,00","75,00","789,00","162,00","9.049,00","72,00","629,00","1.013,00","3.321,00","3.560,00","5,00","94,00","1.078,00","166,00","9,00","9.986,00","191,00","479,60","517,50","409,70","397,80","1.995,50","2.262,00","1.947,00","285,00","30,00","0,00","1.709,00","27,00","166,00","1.403,00","729,00","91,00","583,00","5.600,00","408,00","964,00","4.228,00","731,00","1.134,00","139,00","995,00","330,00","477,00","1.091,00","359,00","180,00","332,00","5.388,00","557,00","938,00","308,00","628,00","22.749,00","1.206,10","958,40","989,00","1.032,30","1.078,40","1.188,50","1.088,60","1.968,10","1.813,10","1.767,90","2.044,30","1.206,10","0,56","14,00","84,00","211,00","22,00","331,00","170,00","74,00","16,00","228,00","244,00",9.12,911.9999999999999,729.5999999999999,"0,00","0,00","1,00","1,00","14,00","38,00","54,00","0,00","50,00","0,00","2,00","4,00","36,00","92,00","0,00","0,00","0,00","10,00","6.945,00","666.347,00","673.292,00","2,00","291,00"
"2.023,00",Monção,"8.380,00","9.652,00","519,00","571,00","651,00","732,00","727,00","784,00","776,00","894,00","1.145,00","1.199,00","1.167,00","1.194,00","1.451,00","1.492,00","1.475,00","1.291,00","944,00","1.020,00","18.032,00","1.090,00","1.383,00","727,00","7.159,00","7.673,00","6,04","7,67","4,03","39,70","42,55","85,30","0,00","3,00","9,00","4,00","0,00","24,00","0,00","808,00","0,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","13,00","12,00","35,00","1.389,00","3,00","138,00","344,00","917,00","1.267,00","0,00","27,00","414,00","52,00","0,00","3.171,00","30,30","54,50","56,80","58,00","82,50","282,00","0,00","997,00","0,00","0,00","67,00","1.187,00","7,00","0,00","871,00","442,00","67,00","362,00","1.010,00","185,00","194,00","631,00","144,00","499,00","138,00","361,00","124,00","83,00","334,00","126,00","24,00","120,00","358,00","87,00","252,00","47,00","223,00","6.355,00","1.139,30","1.074,80","983,70","1.027,00","1.053,90","1.117,30","1.047,40","1.796,90","1.454,70","1.466,70","0,00","1.139,30","0,13","22,00","27,00","28,00","5,00","82,00","84,00","62,00","16,00","130,00","146,00",6.58,658.0,526.4,"0,00","0,00","0,00","0,00","6,00","6,00","14,00","0,00","12,00","0,00","2,00","2,00","4,00","20,00","0,00","0,00","0,00","6,00","45.808,00","493.324,00","539.132,00","1,00","203,00"
"2.023,00",Mora,"1.965,00","2.190,00","109,00","133,00","130,00","145,00","181,00","185,00","177,00","197,00","231,00","256,00","246,00","284,00","320,00","364,00","349,00","260,00","260,00","328,00","4.155,00","242,00","275,00","181,00","1.576,00","1.881,00","5,82","6,62","4,36","37,93","45,27","9,40","0,00","0,00","0,00","0,00","0,00","1,00","0,00","10,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","17,00","0,00","79,00","0,00","119,00","79,00","202,00","201,00","0,00","4,00","79,00","13,00","0,00","701,00","9,60","12,30","9,40","10,10","18,30","59,70","0,00","145,00","0,00","0,00","0,00","261,00","0,00","0,00","46,00","35,00","0,00","11,00","208,00","14,00","65,00","129,00","63,00","76,00","22,00","54,00","3,00","10,00","57,00","10,00","0,00","30,00","106,00","18,00","29,00","17,00","26,00","1.086,00","1.142,30","0,00","1.008,80","971,10","1.065,80","1.155,40","0,00","1.191,70","1.622,10","1.462,10","0,00","1.142,30","0,03","1,00","0,00","1,00","1,00","3,00","18,00","4,00","16,00","6,00","22,00",,,,"0,00","0,00","0,00","0,00","5,00","2,00","12,00","0,00","6,00","2,00","0,00","0,00","6,00","14,00","0,00","0,00","0,00","1,00","1.392,00","89.048,00","90.440,00","0,00","7,00"
"2.023,00",Mortágua,"4.363,00","4.696,00","284,00","295,00","304,00","333,00","386,00","400,00","397,00","447,00","557,00","596,00","556,00","597,00","646,00","780,00","756,00","670,00","554,00","501,00","9.059,00","579,00","637,00","386,00","3.550,00","3.907,00","6,39","7,03","4,26","39,19","43,13","36,10","0,00","14,00","4,00","0,00","0,00","4,00","0,00","263,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","74,00","3,00","3,00","504,00","8,00","168,00","277,00","515,00","1.035,00","4,00","30,00","501,00","186,00","5,00","2.736,00","15,90","25,90","22,40","23,40","32,40","120,10","570,00","79,00","491,00","0,00","0,00","1.573,00","0,00","0,00","352,00","184,00","0,00","0,00","483,00","67,00","144,00","272,00","34,00","104,00","11,00","93,00","36,00","21,00","550,00","63,00","31,00","29,00","173,00","53,00","130,00","27,00","64,00","4.177,00","1.337,10","868,30","1.048,80","1.054,20","1.091,90","1.277,30","1.941,10","1.883,20","1.722,10","1.863,40","2.998,90","1.337,10","0,07","4,00","4,00","13,00","3,00","24,00","58,00","68,00","30,00","96,00","126,00",3.46,346.0,276.8,"0,00","0,00","0,00","0,00","4,00","2,00","6,00","0,00","4,00","0,00","0,00","2,00","2,00","8,00","0,00","0,00","0,00","3,00","30.850,00","222.270,00","253.120,00","0,00","28,00"
"2.023,00",Moura,"6.418,00","6.902,00","664,00","639,00","690,00","719,00","824,00","615,00","552,00","628,00","759,00","899,00","881,00","929,00","960,00","961,00","820,00","661,00","564,00","555,00","13.320,00","1.303,00","1.409,00","824,00","5.263,00","4.521,00","9,78","10,58","6,19","39,51","33,94","13,90","0,00","0,00","8,00","5,00","0,00","5,00","0,00","31,00","0,00","26,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","74,00","2,00","230,00","21,00","153,00","196,00","506,00","665,00","0,00","25,00","212,00","16,00","0,00","1.803,00","203,20","181,30","157,60","151,70","207,60","901,30","1.303,00","1.287,00","12,00","4,00","0,00","284,00","5,00","24,00","130,00","0,00","0,00","76,00","618,00","92,00","149,00","377,00","27,00","370,00","184,00","186,00","13,00","59,00","184,00","71,00","13,00","67,00","233,00","125,00","101,00","0,00","65,00","3.592,00","1.137,20","907,80","950,50","986,90","1.010,60","1.130,00","871,10","1.773,60","1.644,40","1.682,80","0,00","1.137,20","0,10","2,00","3,00","3,00","1,00","9,00","14,00","14,00","10,00","18,00","28,00",4,400,320,"0,00","0,00","0,00","0,00","11,00","4,00","34,00","0,00","22,00","0,00","2,00","2,00","12,00","38,00","0,00","0,00","0,00","2,00","4.401,00","205.917,00","210.318,00","0,00","70,00"
"2.023,00",Mourão,"1.233,00","1.191,00","130,00","100,00","125,00","116,00","121,00","152,00","139,00","105,00","126,00","138,00","173,00","191,00","158,00","194,00","128,00","109,00","87,00","132,00","2.424,00","230,00","241,00","121,00","1.024,00","808,00","9,49","9,94","4,99","42,24","33,33","8,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","23,00","4,00","7,00","0,00","78,00","3,00","47,00","35,00","89,00","73,00","0,00","0,00","32,00","5,00","0,00","287,00","38,40","36,40","37,60","32,80","27,50","172,70","230,00","0,00","0,00","0,00","0,00","26,00","0,00","0,00","48,00","36,00","0,00","12,00","71,00","4,00","41,00","26,00","3,00","132,00","70,00","62,00","0,00","16,00","18,00","7,00","0,00","4,00","109,00","0,00","10,00","7,00","11,00","684,00","1.142,20","888,00","979,50","911,70","1.081,20","1.103,60","0,00","0,00","1.678,00","2.475,90","0,00","1.142,20","0,02","0,00","0,00","2,00","1,00","3,00","12,00","14,00","10,00","16,00","26,00",,,,"0,00","0,00","0,00","0,00","2,00","0,00","8,00","0,00","6,00","0,00","0,00","0,00","2,00","8,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","24,00"
"2.023,00",Murtosa,"5.351,00","5.685,00","448,00","494,00","525,00","557,00","587,00","595,00","644,00","654,00","755,00","811,00","784,00","746,00","756,00","637,00","650,00","573,00","394,00","426,00","11.036,00","942,00","1.082,00","587,00","4.989,00","3.436,00","8,54","9,80","5,32","45,21","31,13","151,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","151,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","6,00","6,00","340,00","0,00","130,00","203,00","414,00","373,00","3,00","15,00","147,00","30,00","0,00","1.324,00","26,70","43,70","39,00","48,30","48,60","206,30","536,00","150,00","5,00","381,00","0,00","0,00","6,00","0,00","216,00","108,00","0,00","0,00","404,00","39,00","119,00","246,00","37,00","209,00","36,00","173,00","6,00","36,00","100,00","43,00","11,00","22,00","166,00","81,00","278,00","15,00","52,00","2.676,00","1.125,20","858,70","964,40","1.015,10","1.068,00","1.134,10","1.135,50","1.758,70","1.427,50","1.470,20","0,00","1.125,20","0,07","0,00","6,00","19,00","4,00","29,00","82,00","106,00","48,00","140,00","188,00",5.17,517.0,413.6,"0,00","0,00","0,00","0,00","4,00","4,00","8,00","0,00","6,00","2,00","0,00","0,00","4,00","12,00","0,00","0,00","0,00","2,00","12.779,00","115.305,00","128.084,00","0,00","0,00"
"2.023,00",Murça,"2.533,00","2.723,00","108,00","127,00","199,00","192,00","257,00","224,00","233,00","228,00","311,00","289,00","343,00","393,00","440,00","467,00","447,00","394,00","265,00","339,00","5.256,00","235,00","391,00","257,00","2.021,00","2.352,00","4,47","7,44","4,89","38,45","44,75","27,80","0,00","2,00","0,00","3,00","0,00","4,00","0,00","30,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","73,00","0,00","67,00","72,00","156,00","153,00","0,00","6,00","89,00","7,00","0,00","550,00","36,20","43,90","46,60","81,00","145,70","353,30","786,00","769,00","17,00","0,00","0,00","0,00","0,00","0,00","0,00","56,00","0,00","39,00","163,00","14,00","17,00","132,00","80,00","81,00","14,00","67,00","5,00","6,00","57,00","31,00","6,00","9,00","55,00","26,00","86,00","7,00","49,00","1.632,00","1.150,00","0,00","984,20","1.145,60","1.057,20","1.084,20","0,00","1.706,40","1.486,20","1.535,80","0,00","1.150,00","0,03","0,00","0,00","4,00","1,00","5,00","16,00","8,00","6,00","18,00","24,00",,,,"0,00","0,00","0,00","0,00","2,00","4,00","4,00","0,00","2,00","2,00","2,00","0,00","2,00","8,00","0,00","0,00","0,00","2,00","13.335,00","102.835,00","116.170,00","0,00","0,00"
"2.023,00",Mértola,"3.039,00","3.098,00","153,00","180,00","186,00","207,00","237,00","237,00","233,00","299,00","331,00","396,00","452,00","470,00","506,00","507,00","484,00","452,00","372,00","435,00","6.137,00","333,00","393,00","237,00","2.418,00","2.756,00","5,43","6,40","3,86","39,40","44,91","4,70","0,00","2,00","3,00","3,00","0,00","0,00","0,00","58,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,00","7,00","6,00","251,00","0,00","88,00","104,00","199,00","320,00","0,00","0,00","69,00","0,00","3,00","799,00","22,30","26,80","24,90","30,10","59,10","163,20","378,00","359,00","16,00","3,00","0,00","106,00","0,00","0,00","128,00","94,00","0,00","34,00","278,00","34,00","67,00","177,00","19,00","226,00","88,00","138,00","13,00","12,00","71,00","10,00","10,00","12,00","111,00","23,00","24,00","0,00","34,00","1.440,00","1.038,60","0,00","991,20","969,60","950,70","975,50","0,00","0,00","1.424,50","2.028,00","4.085,10","1.038,60","0,04","1,00","2,00","1,00","0,00","4,00","10,00","28,00","20,00","18,00","38,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","16,00","0,00","12,00","2,00","2,00","0,00","2,00","18,00","0,00","0,00","0,00","2,00","4.639,00","116.145,00","120.784,00","1,00","116,00"
"2.023,00",Mêda,"2.166,00","2.406,00","91,00","132,00","136,00","182,00","204,00","170,00","187,00","221,00","233,00","262,00","285,00","322,00","374,00","357,00","399,00","362,00","312,00","343,00","4.572,00","223,00","318,00","204,00","1.680,00","2.147,00","4,88","6,96","4,46","36,75","46,96","16,00","0,00","4,00","1,00","0,00","0,00","6,00","0,00","12,00","0,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","4,00","59,00","0,00","57,00","91,00","155,00","159,00","0,00","0,00","61,00","18,00","0,00","549,00","6,70","15,10","14,80","9,20","9,40","55,10","428,00","425,00","3,00","0,00","0,00","0,00","0,00","0,00","187,00","61,00","15,00","111,00","189,00","28,00","21,00","140,00","19,00","161,00","100,00","61,00","5,00","5,00","51,00","20,00","0,00","0,00","57,00","16,00","47,00","15,00","27,00","1.322,00","1.019,10","0,00","922,80","973,40","955,30","974,00","0,00","1.930,50","1.261,00","1.358,30","0,00","1.019,10","0,03","0,00","0,00","1,00","1,00","2,00","8,00","16,00","10,00","14,00","24,00",,,,"0,00","0,00","0,00","0,00","1,00","2,00","4,00","0,00","0,00","2,00","0,00","0,00","4,00","6,00","0,00","0,00","0,00","2,00","15.766,00","120.527,00","136.293,00","0,00","0,00"
"2.023,00",Nazaré,"7.487,00","8.211,00","608,00","681,00","719,00","713,00","784,00","821,00","819,00","851,00","1.086,00","1.200,00","1.060,00","1.173,00","1.050,00","1.114,00","1.121,00","852,00","594,00","452,00","15.698,00","1.289,00","1.432,00","784,00","7.010,00","5.183,00","8,21","9,12","4,99","44,66","33,02","190,40","0,00","17,00","5,00","4,00","0,00","138,00","0,00","628,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00","0,00","7,00","85,00","18,00","24,00","1.879,00","0,00","177,00","315,00","813,00","1.117,00","4,00","33,00","340,00","39,00","0,00","2.875,00","55,30","80,10","79,40","76,90","114,50","406,30","265,00","165,00","5,00","95,00","0,00","798,00","0,00","161,00","260,00","155,00","0,00","0,00","714,00","64,00","159,00","491,00","230,00","1.713,00","860,00","853,00","50,00","0,00","217,00","71,00","39,00","44,00","469,00","143,00","159,00","100,00","149,00","5.545,00","1.225,70","969,80","1.050,40","1.143,90","1.087,90","1.192,90","940,00","1.639,30","1.742,70","1.862,60","0,00","1.225,70","0,13","7,00","8,00","24,00","2,00","41,00","34,00","24,00","28,00","30,00","58,00",7.86,786.0,628.8000000000001,"0,00","1,00","0,00","1,00","6,00","8,00","10,00","0,00","6,00","2,00","2,00","2,00","6,00","18,00","0,00","0,00","0,00","6,00","5.086,00","211.779,00","216.865,00","1,00","22,00"
